sample_id,z,y
3384095,0,30.632915636279936
866149,1,30.769554223907036
1148878,0,29.754582977210873
1112339,0,31.2371329479396
3542901,1,29.25387094911937
541087,0,29.648567113625255
871378,0,30.192041398471567
1866278,0,29.10899945311271
740990,1,30.026234764217016
675142,0,30.83333141092842
1121184,1,30.329832183703132
1526644,0,29.841185841585546
409716,0,31.000222997322506
2847094,0,30.34191729996246
2030297,0,30.338840792382385
3891242,0,30.324650918887727
3323311,0,28.930617260999767
446435,0,29.25521115910739
2695370,1,30.095993747530137
1059678,0,31.196382091036785
3051236,0,30.24024142914298
1633153,0,29.983889729664003
852607,0,29.67244631272951
2546960,0,30.39624550522275
3754002,0,30.264462394900228
666712,0,30.308386747522192
368902,0,31.18070771265535
3877683,0,30.1206609639382
3491335,0,30.084036199431946
1856675,0,30.20247999546803
1073502,0,31.088439791889968
2725141,0,30.229056429054157
262209,0,29.310175880441964
1471167,0,29.96295292317143
3688628,0,30.504668369589222
743187,0,30.576099520547697
592910,0,30.171255085787656
2547805,0,29.17954202942221
2993985,0,30.08053609678122
3101908,0,29.976424017440582
3681247,0,30.24567396712274
666293,0,30.051068437244975
2914817,0,30.580881327459593
3424258,1,29.418586170126467
2402897,0,30.062820053814633
1003418,0,30.4993401314316
1161372,0,29.867914869577675
1726381,0,30.08702524190034
581951,0,29.20530762475613
1678944,1,30.2131723327203
388997,0,29.150486494664786
1456778,1,30.4919652363995
1728599,0,30.481289837461254
2126202,1,29.94372796247891
3400994,0,29.954362423942225
1601536,0,30.336628237105433
347509,0,31.104988700439495
2526577,1,29.572050176814898
931100,0,30.259345902210324
1905244,0,29.39293937129558
1280022,0,30.33422268973184
2250420,0,29.37006361681873
687733,0,29.21192301623172
379308,0,30.64554134552491
2650100,0,31.138439465132503
3851422,0,29.997421236428526
3729544,0,30.090214801989745
1301631,0,30.281554765560923
1944787,0,30.847304326805425
1136968,1,31.041293093076536
328676,0,29.57525426009587
918359,1,30.918995669982372
1062465,0,29.331881679322795
2471592,0,30.552797439770288
3651679,0,30.064877554693524
586585,0,29.932004219946425
3468878,0,30.25728254405881
921475,0,30.666579988733748
3705867,0,30.32821270887677
1329944,1,29.736990663845873
3410702,0,29.705322204025084
3854191,0,30.35384342043153
1983555,0,30.404814774017694
334292,0,29.59601533876928
2669335,0,30.38376398507861
455729,1,29.901959151830084
2656827,0,30.253160491359985
3174403,0,30.20254328250284
233796,0,30.280293857443212
345436,0,30.086479163305437
2862575,0,30.415701250685363
881483,0,30.75901348179919
1705313,0,31.39005491852814
1383599,0,29.745114000764122
3178937,1,30.27544600159049
1913813,0,30.250281268343254
2181880,1,30.06931906309494
3479537,1,29.373664362223757
1395107,0,29.58237710685841
3089604,1,30.118586506448896
3319757,1,29.88495393260725
278997,0,29.204790959684765
3763137,1,29.614039801250208
2796013,0,30.029974679809353
3424395,0,29.86678368533033
1610719,0,29.854607046709493
910756,0,30.04013888320053
1733668,1,29.881589873512247
1365219,0,30.313355695759746
1239379,0,30.042028725564357
917897,0,30.104797732096017
2415400,0,30.026128020837373
1979591,0,30.88761769090557
1577542,1,30.522884052316336
2559455,0,30.206752595166048
1562058,0,29.658916676325127
3938875,0,30.3171301738292
3832064,0,30.347025072021882
3929562,0,30.012193656726478
358296,0,29.583719562306563
1073638,0,30.58881622554963
3293150,0,29.63292291314163
2019400,0,30.483576898988424
403923,0,29.15997582328523
1691507,0,30.20100168044388
2832447,0,30.291590866432312
2766574,0,29.618729054047517
1058360,0,30.00772960370276
2654405,0,30.097025311122444
867238,1,30.07059922308964
1998856,1,29.666499079188505
872008,0,30.32295374954864
2214733,1,29.879757463106944
1723235,0,29.702291502095676
1720496,0,30.495789600966848
1868207,0,30.026372540109136
1913367,0,30.41854634123577
1394404,1,30.324412843480026
1213152,0,29.775552734895435
2798277,0,29.348443089160455
220322,0,30.135542386539267
1957953,1,30.336132429962603
2603673,0,30.1720882652632
3690317,0,29.941486542254413
2168077,0,30.146046581093902
1887816,0,30.068388947626712
3712374,0,30.59046032144911
1689651,0,30.503583380310626
831020,0,29.92145895370058
2252860,0,30.984635438502128
2427815,0,29.381505762339565
568728,0,31.197701087004987
1408183,0,30.461741396143143
260933,0,30.393765401205226
2423470,1,30.156392609005923
3397550,0,30.557800796616313
880158,1,29.87378169244357
3462765,0,29.42446520663467
2512406,0,29.82327017504358
3748140,1,29.88291862132915
2000698,0,30.103449163455295
3763131,1,29.956227121788043
3115554,0,29.93863808730471
2522022,0,29.9897473585404
902050,0,30.210439996643423
1587335,0,29.970634759693993
702651,0,30.336783909974343
2006433,0,30.46654465942647
3703601,0,29.580956211915428
1023964,0,30.19855155687813
1488797,0,30.42965007242215
1448641,0,30.7002834817917
3293175,0,30.111489971720893
2503246,0,30.18868837748278
3204773,0,29.348264557966758
302116,0,30.487642363635715
1199253,0,30.309294956339965
3176870,0,29.907195045836264
1020382,0,29.710042971790106
2607491,1,30.387092988562284
2131142,0,30.30137077259937
1740131,0,29.89351903668252
498490,0,30.943258796217577
2484051,0,30.252152632561028
2648182,1,29.81577617661376
2154597,0,30.5082160068713
3079544,1,30.215889990364428
3690143,0,30.070734550828597
1505604,0,30.07744444287588
854459,0,29.567046587999428
3748908,0,30.18040841113648
1567479,0,29.85779706384321
193532,0,29.383211136145288
3547175,1,29.996287730070968
1672024,0,29.735327393818757
2797419,0,30.28925435675751
2935152,0,30.37355270192884
3139814,0,29.002661707651267
2758989,0,30.73195750516944
1116340,0,29.57248759672047
950694,1,29.805985983457678
3221414,1,29.440731240235884
887247,0,30.294895109784036
3009334,0,30.407492154547466
1246972,0,30.510266410888427
3099170,0,30.68679754724298
2056043,0,30.111172677041534
2032380,0,29.62535118632921
3366678,0,29.502283930692553
3341455,0,29.299028052807707
3403779,0,30.146534462806223
2415137,0,29.559790524930154
936723,0,29.968023439574957
1719453,0,30.093670940186982
295844,0,30.562723213706324
1469112,0,29.970705413551407
695586,0,29.63208745923956
2136730,0,30.158615673950937
1831465,1,29.889502484116402
2790368,0,30.13415406463442
1313558,0,29.431588001378344
3874267,0,30.00495182740279
1400756,0,30.39419455590977
3253958,0,29.16018350188873
293921,1,29.866338058458286
1229461,0,30.335083235600433
3692348,0,30.00332975589468
1154642,0,29.953687926750458
416440,0,30.430674325960677
1056692,0,29.80799436343129
1522534,0,30.417060805559995
1076260,1,31.087637387440708
1574405,1,30.057246060860987
2128325,1,30.474877925303517
2444641,1,30.275379161328107
1743004,0,30.284696660352058
1643885,1,29.265431151189826
2900297,0,30.796330812054446
879087,0,29.90548487346082
3395670,0,30.454380703644624
554331,0,30.120345311048695
1771932,1,30.700525616367095
2641205,0,30.787618222362163
1859412,1,30.131432140943065
3313996,0,30.03020129896562
3378531,0,29.922432842958166
2818493,0,30.041581864085142
1648738,0,30.444097968319426
1456449,0,30.138716390654142
3412068,0,29.356032218232745
1036981,0,30.111303443705516
1683245,1,29.20440029475476
2257231,1,29.40358889487888
1112128,1,29.94802110636311
704752,0,30.33545737043627
2004193,0,30.492319338646205
277401,0,29.113174966235146
3135824,0,30.321340782051703
3074190,1,30.348143675389768
1300233,0,30.71793696421614
1073812,0,30.14949588233488
3213542,0,29.981265422315694
1237161,1,29.96550599102799
1252111,0,30.19913629513487
2436623,0,29.067633189711547
2225711,0,30.594369373635036
200167,0,30.266399042790052
1675519,0,30.11262065731624
2632123,1,29.111107167526704
919999,0,30.089525166592633
2624328,0,30.700587889464725
1439593,0,30.373568116714253
2051489,0,30.16983345595155
3300939,0,30.625606460342198
1000324,1,30.39783585158912
1143020,1,29.680313624078725
3853461,1,30.34164520001841
214526,0,30.079423741862243
2232373,0,29.664928578518165
2972646,1,29.754130615007107
2212334,0,30.32987634848186
1101303,1,30.069556892933274
3459904,1,29.61769439264098
3176842,0,29.37439447691228
2535393,0,30.17286829630237
3275360,0,30.08449243411383
3001544,0,30.18428927971944
3382676,0,29.54590065709743
1103287,0,30.057908966392134
3484064,0,29.68698226421675
3894744,0,30.48830021098618
3397052,0,30.38852966335173
221619,0,29.444004401921823
2433327,0,30.057246018487113
3709184,0,31.168325785641496
520874,1,29.277106086886143
473723,0,29.893314287612604
3734074,0,30.482799497418338
617636,0,30.37765744443582
727346,1,30.364648911564522
3665184,1,30.267469018787686
1075036,0,30.119711031305968
2516941,0,30.266741020254063
1386635,1,29.875802428857853
447584,0,30.260484197358895
3692202,0,30.004246840309357
1254824,0,29.34356499756072
3010143,0,29.947929817927122
1245912,1,29.819536883989734
2853139,1,29.923785813730937
2692094,0,29.9811768226147
3443763,0,29.883205062380906
2283022,0,31.514766068633747
3507822,0,29.6005970351711
2806889,0,29.957927121672572
1919274,0,30.057362786560304
1613919,0,30.32764676209932
598933,0,30.321288164233792
3717155,1,31.32527797849964
2780650,0,30.35334567927208
319485,0,29.503437133177027
1812820,0,29.92720965560832
1065747,0,31.184368656356025
1390208,0,30.10080331393284
612001,0,29.425164984887697
970199,0,29.828134272041172
3228310,0,29.785904092160525
2857160,0,30.493279931457025
1685948,0,30.535399409041847
2457836,0,29.67714686949031
1864322,0,30.22663414533975
2463004,1,29.59550655177526
2241376,0,30.478800290734497
2820484,0,30.37405681746995
2667604,0,30.265440031629534
2476057,0,30.329839100999408
2113341,0,29.977733823005014
3882305,1,29.14749262540576
556828,1,29.67368713130133
577662,0,29.360579735335595
1578975,1,30.068484329578403
1835361,0,30.067167887832937
3306803,1,30.07385061266379
1672436,0,31.397582660999394
3739416,1,30.112892299584065
681434,0,31.177637708108904
2530221,1,29.01510593923697
1606320,0,29.94606234347565
2713881,0,30.0119873765587
3342678,0,30.409640489491885
1763705,0,29.963809080613935
1465824,0,30.717470115008858
343871,0,30.399610510869906
605384,0,29.182465003044776
3092308,0,30.05379409472828
1578105,0,30.00319740545082
2885040,0,30.085765006119246
2788238,0,30.54880172861259
3432070,0,30.3542906779512
2273936,1,30.44825113332816
2405435,0,31.05849022836499
2903922,0,30.102442663896007
1432913,0,30.19647280532354
1986901,0,30.581037929931174
2215292,0,29.92182894166601
2849250,0,30.343353457017272
3831607,1,29.176555599397325
2206393,0,30.094629945037898
3696147,0,30.288949674099168
921067,0,30.451134205289502
541310,0,30.61473275929794
1418469,1,29.963429476103624
2282593,0,30.350893318228977
3441036,0,29.908301547755176
2907901,0,30.02898865634877
1482295,0,30.31147831324443
1598088,0,29.44795479349435
2280143,0,31.09936114115975
1679814,0,30.453515963614105
2782693,0,30.18258032704691
1897847,0,30.109884593952494
3135771,0,29.360128288140853
1475688,0,30.211407597195247
2489873,0,30.436191858266366
2580389,0,30.44682610338806
641622,0,30.028141476365708
1438052,0,30.61207550632672
1150574,1,29.683063087400384
1374113,0,30.450244105828205
3227382,0,30.395446814030457
3719402,0,29.24387500216932
1017003,0,29.520384253804053
3884477,0,30.567116689418466
1264953,0,30.355638859638024
1531040,0,30.16292767300732
556462,0,30.078346937410668
264923,0,30.516929183916268
3777893,1,30.553601057218255
677398,0,29.081451353625603
1357472,0,30.848659164620216
2943280,0,30.932056413274694
2396314,0,30.324626279581743
2454062,0,29.964365760176143
3903615,0,30.170853609784626
2986755,0,29.85196149217901
2390732,0,30.311352501490237
748851,0,29.45404334377982
3311188,0,29.565942765672673
1450180,0,29.817708015724993
476880,0,29.225546927421913
1714617,0,30.31838120495905
982279,0,30.150042195461168
2502331,0,30.415030948001984
732844,0,30.105295296240154
3787364,1,29.47605651696375
267150,0,29.54505681249403
3957589,0,30.10298077791169
387177,0,29.412452844344788
1326753,0,31.326112442855912
3389243,0,29.084671256596867
1644593,0,30.315604443804855
2628259,0,29.96062360155665
1995765,0,29.795739219498333
1147242,0,30.76760039744792
943480,0,30.299535640520272
3102325,0,30.55223390260406
680742,0,30.071126480629527
3035217,0,30.711280516947618
1473425,0,29.729147528334213
1915839,1,29.845865436333533
629848,0,31.205238432176223
2633074,0,30.9945145267974
3755924,1,30.181070963749143
389306,0,29.38159258927564
2895574,0,29.972688532018644
1038415,0,30.202473607173303
2497096,0,30.123456092505766
3476654,0,29.94176121005267
525359,0,29.222133127085776
1451175,0,30.269446943909408
2556547,0,30.922367818382952
375962,1,29.367820201969252
1872575,0,30.102169922328258
2117767,1,29.431301322609798
959846,0,30.78861570410356
3945753,0,30.486541600495556
509928,0,29.598010388485783
1161256,0,30.247791980479374
2986156,1,29.278694658586854
1863917,0,30.422444545386004
2601154,1,30.14432957594113
3413716,0,30.14967919377403
1717965,0,30.464800519556178
3491507,0,29.898351160830206
2883335,0,30.05845625312147
1085612,0,29.718135023707198
645896,0,29.84805277572353
3796577,1,29.842070837246336
2918884,0,29.519487121217846
2184504,0,30.171016915815475
2862036,0,30.575951196000716
412066,0,30.21574594222332
3024888,0,30.43828939809564
3143310,1,30.094772236563067
3453101,1,29.461918804708677
592797,0,29.210054693203894
2433126,0,30.078819644926476
1156254,0,30.106025163958613
417938,0,29.410665152103107
2943540,0,31.086947066237034
3337046,1,29.160538569172672
3853473,1,30.376586154689555
2506706,0,30.408075245086106
3442014,1,30.177859631055988
1142949,1,30.243534742549706
3507756,0,29.89767039005146
1412782,0,30.376663863424223
1284773,0,30.24698658934514
2734495,0,30.213246112215476
3133341,1,30.31416899414057
1643454,1,29.625355717845714
569437,0,30.52948949887452
1080471,0,30.154173943078288
429734,1,30.4654227184094
3909306,1,29.634686899310193
806930,0,30.432461621919614
1945077,0,30.064985134106625
345938,0,30.35997207529965
3802948,1,29.825138940087356
1688088,0,29.72578769871943
1632061,0,30.25187698152928
3185040,0,30.22002590134505
1454950,0,30.33606323899964
2881294,0,30.489572897586886
3776020,1,30.557487662512486
3765441,0,30.138819370473094
3382533,0,29.730503819914883
820833,0,30.513779605079307
1368689,0,29.18319733057264
3380147,0,29.724732994773984
2717453,0,30.20532534798993
549053,0,29.304007288559962
1762446,0,30.772533261122838
204637,0,30.488580892325814
1594600,0,30.229825640468647
270695,0,29.864894294641683
3146994,0,30.288714274821256
2518973,0,29.986154035316485
1912434,0,30.079889671133536
3078121,1,31.195308481483305
2716131,1,30.00861329809012
1543406,0,30.3202165250336
925038,0,30.682216489626935
732559,0,29.20811248824317
1834919,1,30.04512327739558
2556581,0,29.968897783664108
3138975,0,30.447137489104982
3288941,0,29.066063673396958
1595797,1,30.318708180631635
3777927,1,29.78176783375032
2673940,0,30.192112968778382
2937184,0,30.88571920963908
2629982,0,30.374638510693643
2466352,0,29.999682248515395
611066,0,29.94235950426782
3678688,1,29.785262658837414
1896007,0,30.611730347345805
813680,0,30.85565109641937
1974571,0,30.658676258442565
3110397,0,30.70537554360701
1527786,0,30.17413726464378
3675166,0,30.349575287750582
1082551,0,30.306262769121638
1321268,0,30.59535870310215
1745568,1,30.15813131478068
1950508,0,30.45940824087205
227811,0,30.48136132985871
1646252,0,30.07049345075601
2746597,1,29.030700568414133
2014192,0,30.90344087943539
1362792,0,29.26583257497638
2481249,0,30.213163342263666
825771,0,28.973455687864124
268370,0,29.150127484083143
3050560,1,30.103609160241152
1370673,0,30.234612240798576
1857009,0,31.57685832694686
2228229,0,29.146338346227225
3394633,0,30.143575033359767
1546489,0,30.076814403558373
1547106,1,30.08093372227452
3228042,0,29.215286275795993
2111152,1,30.250917980180315
1562810,1,30.114736190124432
3095953,0,30.241732317937934
3737204,0,29.04005861805808
3372876,0,29.92356258676601
1515661,0,30.264015816810883
523941,0,29.4197066590494
3793179,0,30.198569489043017
2820931,0,29.728106973429927
1714785,0,29.482804968576325
800706,1,30.213419525439605
2891712,0,30.93294396050668
3202945,0,30.040869770997638
2249357,0,29.965003127334327
1521144,0,30.603160058727745
596812,1,30.436208064226392
1060979,1,30.415607235841772
3219532,0,30.540735543230035
1770342,0,30.417397161489408
3356285,0,29.55126826915721
1064186,0,31.199528720449294
2901335,0,30.1554564763486
1057306,1,29.782591961699964
2846626,0,29.886047967467142
3681380,0,30.13803342978044
3204127,0,30.298112629978398
722730,0,30.39848189278739
3027214,0,30.360231783521726
2887135,0,29.90699710391097
2896155,0,31.14552463274701
1518245,1,29.232683646649303
1594073,0,30.276958967504857
566904,0,29.12969575204436
3327054,1,30.146503983540583
3105703,0,30.177966161959844
1342560,0,31.32881848573263
708693,0,30.352986882021284
3751380,1,28.81345446095904
2693848,0,31.128440703391227
3480898,0,29.861007113103195
2501180,0,29.87401881949787
2143090,0,30.021255448417676
2417385,1,30.270716083149832
2688015,0,30.00927259705079
829864,0,30.612625698656977
2775822,0,30.376451959993222
2398130,0,30.244551683225392
2056974,0,30.334644906595603
3428720,0,30.379599841542625
3475143,0,30.37987978305579
2056657,1,30.373040271149605
921522,0,30.08885799902373
3774996,1,29.498221122428834
1229509,0,30.178650387834498
359127,0,29.406400651605455
1672068,0,30.623774852648108
3272748,0,30.873338250645816
1530863,0,30.499781369226714
2736039,0,29.986195874483627
1633704,0,30.025650282735764
1139922,0,30.038108643412503
3942307,0,29.623608276030925
3743839,1,30.390259945185434
1674153,0,30.140693505402893
595233,0,30.637257714473158
799710,0,30.54032069320436
1527785,1,30.253660458911202
590957,1,29.8598182037657
435430,0,29.678898117414143
2726935,1,30.228263254763608
2783637,0,29.77785895628522
341562,0,29.913621901292185
1628631,0,30.29832163605136
1197843,0,30.08058181842882
1600380,0,30.153101911454268
2143736,0,29.959790621963474
1095969,0,30.980802847590052
630348,0,30.60609514802146
563324,0,30.301839676755442
2444171,0,30.45601855037145
3873669,0,30.321593558691276
2393687,0,30.059532769344152
1147216,0,30.399397745722858
3130081,0,29.721999630512613
2509389,0,30.29599904917148
2518352,1,29.77902271949045
287292,1,29.41613493123339
3749081,0,30.499336824587775
3843086,1,29.370412720874196
528164,0,29.465089935996826
3228650,0,29.473744996737704
376412,0,30.11861519475613
319729,0,30.731511825074485
2725912,0,29.915470651280895
2634408,0,29.98206234111911
707212,0,29.59606482411179
3690904,1,29.743304797196988
2807852,0,31.102147075459094
882420,0,30.136645325176975
1399591,0,30.29576674488414
1582898,0,30.092755350129174
644192,0,29.780593659982955
1469138,1,31.10486991965497
1327278,0,29.92316938652419
2808655,1,29.95700614899055
1244815,0,29.943041119106116
1011097,0,30.41233714837981
2485117,0,30.09409938033269
3086262,0,30.750333837755544
2505422,0,29.505180341923023
1870116,0,29.676749404114926
3187638,0,30.49639367039606
925692,0,30.185215907496897
3075617,0,29.721147081238268
420917,0,30.076704593204695
688340,0,29.944288272025055
2857124,1,30.14205022260147
3297499,0,30.06403540454155
1119079,0,29.901850913124534
263121,0,29.20235862174238
291461,0,29.45886141390191
3202670,0,29.721056326032368
1866409,0,29.962597895664533
1855054,1,29.785930972461184
1484073,0,30.481588653706847
3341348,1,30.598682524142056
3447560,0,29.279130063228028
637607,0,30.029517347569644
2493640,0,29.27213822346717
571689,0,30.44951535301991
508533,0,29.65547984645832
2828367,0,30.410938786082948
2030811,0,30.079319413693067
2965116,1,30.45579564854627
1388134,0,30.27947239547217
1146818,1,29.679948525302212
3887894,0,29.986007715489052
2185339,0,30.30287131138262
1370515,0,30.33398413656338
2575559,1,30.02242861740999
3519531,1,29.146373357681473
1526414,0,30.218532573226213
2928069,0,29.868971979575072
681280,0,29.973793472882754
2893889,0,29.932125108395837
2532162,0,30.423781533408828
1299827,0,30.295548065814156
698629,0,29.657867102497594
1165954,0,29.814402008648926
2940752,0,29.86634890038218
892512,0,30.462287513657373
1353560,0,29.702621324111757
1667265,0,31.29510173746141
3683039,0,30.262454203383644
1407373,0,29.077759709807417
2427572,0,30.47502414081485
1138452,0,30.437155751752787
225239,0,29.130928686810993
674938,0,31.26216509870685
866693,1,29.981549794314198
3477186,0,29.9630138068554
955748,0,30.16569456687181
1052242,0,30.50641960990652
3945852,1,30.06851328990263
1789528,0,29.87571633715977
1683971,1,29.89245590696768
3950517,1,29.804924526689522
3129300,0,30.37020065271654
2510181,0,29.25606025909175
3361161,0,30.0979157134182
1042650,0,31.241954264684296
313647,0,29.690353928445102
1246344,1,29.588472261317502
1693475,0,30.938805405920952
3387861,0,30.243156479272958
963629,0,30.499269470193646
3091818,1,30.685637020159017
681533,1,30.095582504550443
3269427,0,29.355306765240023
3482043,0,30.70465576188598
290319,0,29.584287429289397
1280139,1,31.101474223495316
2525857,0,30.121701652874737
1859729,0,30.286935135163212
2839048,0,30.09205652256927
3731413,0,30.51187941860479
505254,0,30.345078898902347
3854669,0,29.81794898495234
2623829,0,30.01119142343702
2583252,0,31.01276822280746
1083459,0,29.850546728152516
1683803,0,30.10804826455669
366396,0,29.866943369851793
492162,0,30.262819585994244
3057079,0,30.249725746714212
986228,0,29.50329535793607
2563290,1,30.60555266458205
2226687,1,29.70029501979273
3476854,0,30.40981547913307
2104499,1,30.059530229129624
693117,0,30.15774279792516
2822829,0,30.192942210701318
1424970,0,29.90492501000806
2009906,0,29.92269094633977
874333,0,30.386550382207037
196048,0,30.195917389851857
204484,0,30.92474654569074
3050284,0,30.01290518375565
1161278,0,30.122073951478814
1985876,0,30.482411807890383
2279153,0,30.5631566044054
3847153,0,29.988667616972158
1888926,0,30.8411721800672
951621,0,30.96780536679642
3129638,0,30.476685050336776
3077032,0,30.303135740279554
1504482,0,30.40910765692664
2150977,0,30.354519458915192
2626583,0,30.428518230279998
1847144,0,29.766179643808215
2109283,0,29.696136303441875
3267321,0,30.337308830700156
2258558,0,28.925631199500017
1418747,0,30.374761115924013
2812403,0,29.879069845745285
843366,0,29.60724799979912
1963165,1,30.666973974568872
379255,0,29.411254029220125
3389888,1,29.514776409182947
2159498,1,30.16594984370014
1027948,0,30.286169356956137
3908818,0,30.285772740799473
1701039,0,30.186840523603024
989751,0,29.3243198155896
3658500,0,30.00241403449704
3660726,0,29.4738459273343
371205,0,29.33295566467164
1953259,0,30.672018897338397
3143593,0,29.03753289944526
2039614,0,30.32734821407577
3095135,0,30.2162611127753
3363851,0,30.133692938996667
3918580,0,30.16476135468699
1683308,0,30.34342443079099
3849248,0,30.751172598382272
467377,0,30.564368176914783
1341279,0,29.19437610608824
2961917,0,30.203700982119795
1582067,0,30.53057836240297
3130518,0,30.364423363324335
978608,0,30.011230535935837
3783406,0,30.296660494381946
3808976,0,30.02615166401261
1165222,0,30.144366005186935
2981474,0,30.041277867928915
1164806,1,30.0340143019486
220382,0,30.3732475746162
2017169,0,30.154242501064694
266391,0,30.38206982937556
2941041,0,29.3001671037797
2509388,0,30.941597113709776
3883681,0,29.79306178580221
651325,0,30.260139984339126
3662076,1,30.323864834482045
585171,0,30.059254657956163
1022995,0,29.881612165854513
1969248,0,30.572671054906657
426005,0,30.117059475618746
1345814,0,30.389064534939948
1601136,0,30.634788179350384
3491039,0,30.13118881545351
3442326,1,29.05428128026488
3754990,1,30.51258972126727
3434233,0,30.600502617853007
1615229,0,30.0261409104435
2029908,0,30.05419611706684
2975158,0,30.01770217617155
1874938,0,30.344826473086886
862178,1,29.690918103484695
1558060,0,30.34587771138522
1768593,0,31.009947641463217
3225860,0,30.48500256658028
2530962,0,29.916865196531663
3759146,0,30.025917724013723
1212962,0,30.153671003754404
670981,0,30.563671076321437
1759744,0,29.87192183474929
519591,0,30.1145987073232
2561495,1,29.24386757068587
3456131,0,30.1541032337827
686752,0,29.506418789437625
3854647,0,29.613543574589595
2923291,0,30.098173438955282
3718203,0,30.374992814639235
2039403,0,30.541392600009818
1351856,0,30.111713612464484
1308415,0,30.21397548467009
809162,0,30.21446986602145
2422150,1,30.215444878875818
3216862,0,30.321554035907717
2880446,0,29.84761981610276
2991360,0,30.280187958136864
2476501,0,29.978941762043757
2935952,1,29.319772190174202
3746002,0,30.436381310309518
562507,0,30.05418052860737
2977425,1,30.35389791362896
2922558,0,30.4602298022174
3683472,1,29.508174926564887
2166763,1,28.884326357130377
1649559,0,30.59863984709448
1414476,1,30.33660544736848
3348075,1,29.849183852323545
3909249,0,30.068848699480746
1626624,0,30.488773240228433
2560026,0,29.35125275287
2138410,0,29.707769135080657
1748057,0,30.18629048384715
400524,0,29.47624438379018
2762512,0,30.392043516181747
