ufid,size,X._treated,X._censored,X._effect_size,effect_size,link_type,snr,tx_importance,deg.y.,deg.z.,deg.c.,n_conf.y.,n_conf.yz.,n_conf.z.,n_conf.c.,n_conf.cy.,n_conf.cz.,n_conf.cyz.,dgp,instance,random_seed
389dc33d7de5448688bf1225e3d907b8,5000,60.712829917,0,1.02562122967,-11.6807600673,poly,0.831950076583,NA,2,3,-1,8,20,22,0,0,0,0,32,1,845188
4a0210cbeddd4521ab59a27b8d1cc361,10000,59.963567347600005,0,-0.767840027375,14.3311872723,poly,0.7948420690260001,NA,2,2,-1,22,14,14,0,0,0,0,32,4,157133
b366e2d7f90d48efb0e02653698a41c7,5000,44.46701335979999,0,6.604047791319999,1.05868884499,poly,0.852407395293,0.261189256564,1,2,-1,23,23,4,0,0,0,0,33,0,154892
a9a40ea1764b41648cfd9c81f6062e81,5000,60.0716874076,0,11.6268091573,0.771350437969,poly,0.8440286466920001,0.261189256564,3,3,-1,23,23,4,0,0,0,0,33,4,146336
d177310e117c404c89562ad6c976e412,10000,53.74757715649999,0,-0.318369083565,-0.360890129053,poly,0.8583444230570001,0.30341307554200003,1,3,-1,8,19,23,0,0,0,0,33,4,86566
cca7547c722c4c8cba191bb9d39977df,5000,61.800805096400005,0,-0.83130275059,-0.016272695429,log,0.863796883692,NA,37,39,-1,11,25,14,0,0,0,0,34,8,935097
beffae06902e48eabf704aca101d4310,5000,35.9563674387,0,-2.16729657124,0.018338687759599997,log,0.876921884563,NA,37,39,-1,11,25,14,0,0,0,0,34,2,274282
c860cff73661490fb512112a2d39cf5e,5000,71.3719651946,0,-6.58937398824,-0.034658370961599995,log,0.835113079551,NA,37,39,-1,11,25,14,0,0,0,0,34,9,469806
8c9d57ae672240b3b2daba70ee85557b,10000,48.764357625900004,0,11.146756916300001,-0.225150290975,log,0.80849289615,0.36926937306900004,16,50,-1,0,15,35,0,0,0,0,35,5,548065
120391690394493cb9c81799e3389ce9,5000,48.3193130998,0,-6.22137716791,0.0786427825125,log,0.8639296436399999,0.261189256564,47,34,-1,16,30,4,0,0,0,0,35,8,251083
b384c050d147416fbb9d0c518b4d91a1,10000,41.6829025817,0,-11.417916274400001,-0.0876658721728,exp,0.806711895724,0.36926937306900004,16,50,-1,0,15,35,0,0,0,0,35,7,797553
85340e25bac44180a155f963e45db1ac,5000,71.1926560859,0,-7.368050395469999,-4.382732944230001,poly,0.9499537434659999,NA,1,1,-1,16,11,23,0,0,0,0,36,0,252571
7b9b5ea6cdf5415d8aeb88753db5bb27,10000,48.2593884089,0,0.733900665701,-0.292352423659,poly,0.952931262958,NA,1,3,-1,8,5,37,0,0,0,0,36,6,535408
5f03d6f269ce432694388aec52a29a98,5000,48.4933297574,0,0.5072073582109999,0.8201774459829999,poly,0.948907565686,NA,1,3,-1,16,11,23,0,0,0,0,36,2,371743
ae0559e8543f4cb294b67b3b68b1460e,5000,54.14068812,0,0.012331713246599998,1.00112879316,poly,0.943974943374,0.272958420409,2,2,-1,23,16,11,0,0,0,0,37,2,788263
703acf69a49448988c4215310b10f95f,5000,49.2138486763,0,2.67432098295,0.302395764096,poly,0.918220995157,0.272958420409,2,3,-1,23,16,11,0,0,0,0,37,1,337687
9bbf3814b1bc412eb87ca8a38fda65ed,10000,62.2098551452,0,-1.2252231814,-0.271182017924,poly,0.9419204832160001,0.283578492051,3,1,-1,5,29,16,0,0,0,0,37,6,424003
6ecce3b0962949f4ba2ef26d8ccd796d,10000,58.446004961199996,0,-4.68250238469,-0.0445742513349,log,0.958911598861,NA,21,30,-1,20,0,30,0,0,0,0,38,8,121983
981855d7aaa6429699e084c0b247ea6c,5000,58.5371039949,0,-0.418968829401,-0.005457370273140001,log,0.9805248592360001,NA,40,18,-1,32,7,11,0,0,0,0,38,0,999792
d9c0053e793a42daa02cfccbca7cbce6,5000,54.968573237200005,0,1.51215410759,0.0300919779097,log,0.9708391094869999,NA,40,18,-1,32,7,11,0,0,0,0,38,2,895922
f04551ed14464eb596f5497c82f3fa91,5000,78.8662660999,0,-6.72305675311,-0.040304091827199996,exp,0.938790540335,0.34597625626100004,19,48,-1,2,16,32,0,0,0,0,39,2,576934
718378a362b8485ca74adf971d2d64b4,10000,58.7808161131,0,4.21880584229,0.0278719077344,log,0.947141052898,0.255622218635,51,32,-1,18,32,0,0,0,0,0,39,2,687618
1ebe28fe8e254072bce1b31d3dfd45b7,5000,44.9144539241,0,6.8003535485099995,-0.212830899787,log,0.9564819537989999,0.34597625626100004,19,48,-1,2,16,32,0,0,0,0,39,0,57248
5450569d46574d47ac9dce694b68758e,5000,23.4186613578,0,0.278794180241,0.100768591993,poly,0.860700719356,NA,1,2,-1,24,26,0,0,0,0,0,40,0,481509
89226c5c992e4210bf58953cc9fc0fe2,5000,30.656253369699996,0,-0.031123556752299997,-2.76267886378,poly,0.8834970719499999,NA,1,3,-1,24,26,0,0,0,0,0,40,9,249289
8e34feddf5ef41e8a78718a675b2e962,5000,25.8271218271,0,-4.05319864942,2.97723997319,poly,0.8320963887039999,NA,1,3,-1,24,26,0,0,0,0,0,40,5,82764
dfc74521733d4a21898a1bc15035e805,5000,29.959568047199998,0,-6.38688264668,-0.163661184169,poly,0.8518536734559999,0.272958420409,3,3,-1,5,34,11,0,0,0,0,41,8,248435
f8455adb51984837a2b56c60e18d9d5d,10000,20.185282118299998,0,-1.83798954655,-0.281970684802,poly,0.839690893918,0.37892318169,1,3,-1,2,12,36,0,0,0,0,41,6,370289
c35e3dc778e7402fbdbe513531f03dfb,10000,39.263210442600005,0,-13.4836673826,1.53065963054,poly,0.866886994966,0.37892318169,1,2,-1,2,12,36,0,0,0,0,41,3,931926
c2461d1c5cf84739be14acb07c83a913,5000,29.351234783800003,0,1.04094507537,0.008150027205619999,log,0.846827902163,NA,33,27,-1,23,9,18,0,0,0,0,42,0,239084
c32c33708f034a3f94a7ab9eda4b9320,10000,17.4212507503,0,18.0342185303,0.0424827147468,exp,0.849743057621,NA,31,24,-1,26,4,20,0,0,0,0,42,8,480247
f5b56e340b344d478d73faa60a0f563b,5000,7.3110163078,0,-20.0076319657,-1.61208780938,exp,0.882310529784,NA,33,27,-1,23,9,18,0,0,0,0,42,8,415568
f51e937cf6fa40c9bb2237be35e94ce5,10000,22.641126657399997,0,2.84824555073,-0.0541674424317,log,0.8215758762309999,0.26754638641899997,43,9,-1,41,1,8,0,0,0,0,43,7,158037
495e34dd40a440e5b0f05f90d30dc835,5000,9.80084749092,0,3.6403522339199994,1.8007670627,exp,0.818459391115,0.255622218635,51,42,-1,8,42,0,0,0,0,0,43,4,672909
249d83fcfe8643b0a97887443db3fe57,10000,20.9064644169,0,-8.127849377210001,-0.0749314395185,exp,0.82171401958800006,0.26754638641899997,43,9,-1,41,1,8,0,0,0,0,43,8,430447
6c70819885664bbf83c6d472627f69ad,5000,20.0840323185,0,0.005108549842899999,-3.58832198626,poly,0.958478381038,NA,3,3,-1,30,6,14,0,0,0,0,44,2,895142
4a21e2971ac64788830ab5b9676978cb,5000,27.8013058487,0,1.64748683435,2.84530689196,poly,0.972677139702,NA,1,2,-1,30,6,14,0,0,0,0,44,5,900192
6ae9ccbc7bf34754879f413ce9655623,5000,19.0153005913,0,-4.49465301492,7.281173901819999,poly,0.944339435997,NA,1,3,-1,30,6,14,0,0,0,0,44,4,121076
ccaf0ac44b314eb0ac59acdec4f57fe7,10000,20.1145490369,0,-0.296131839846,-1.09828626053,poly,0.956722204077,0.296974204373,1,2,-1,22,7,21,0,0,0,0,45,5,878528
428ef93d86594eb78a89ed2c2cbbb2de,5000,2.59238971981,0,-16.6559321863,-1.3595642956799998,poly,0.964209856992,0.328458738753,1,1,-1,0,21,29,0,0,0,0,45,7,127680
78d159ada3b74b8d955894a4c81dae3a,5000,2.3636167566,0,7.97566049342,1.42371349757,poly,0.948793043164,0.328458738753,1,2,-1,0,21,29,0,0,0,0,45,1,666923
21a496c53ab14471b63f710569378788,10000,18.0428413362,0,1.00818920961,0.0178199608103,log,0.942804921635,NA,33,45,-1,5,27,18,0,0,0,0,46,3,164788
24976ee65bd144329f8853e759dcd6ce,10000,29.4446751789,0,2.29413186849,0.027257121184,log,0.957409839878,NA,33,45,-1,5,27,18,0,0,0,0,46,5,37101
02da8cb6ac2b4eb1ad4f1d129219baf9,5000,22.0460059755,0,3.4602216415800005,0.0511222494274,log,0.955148555084,NA,36,33,-1,17,18,15,0,0,0,0,46,0,34504
ee166dd474f643a4b0a30eadb67f669c,10000,30.97532688,0,1.7997279477099999,0.0201933918707,exp,0.971318645926,0.318928988904,24,37,-1,13,10,27,0,0,0,0,47,6,30255
d493605b4861473c909c4a5a883233d0,5000,15.453684750799999,0,9.72376252663,0.144297841146,exp,0.931973396659,0.259730302172,48,36,-1,14,33,3,0,0,0,0,47,6,566210
24b5430f5d814e01915a944ef5228145,10000,19.7404027432,0,2.90186851059,0.035864051770199995,exp,0.9963152888979999,0.318928988904,24,37,-1,13,10,27,0,0,0,0,47,5,372161
731bc875a12e4789be0aa5b27c0b431d,5000,40.3793378668,0,0.0056484622178799996,4.31186124075,poly,0.8783187644730001,NA,3,1,-1,55,18,27,0,0,0,0,48,8,503667
127bb746a6994eaca7b8ae9ed990670c,5000,64.4588005767,0,0.0214310401101,1.29935746254,poly,0.848002640163,NA,2,2,-1,55,18,27,0,0,0,0,48,7,767112
